"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 13 14:24:11 GMT 2024","Tue Aug 13 14:24:11 GMT 2024","556","chromium","tests.spec.ts","Cart Page Validations","","","Description column in the cart is visible",""
"passed","Tue Aug 13 14:24:09 GMT 2024","Tue Aug 13 14:24:10 GMT 2024","566","chromium","tests.spec.ts","Products page validations","","","Product picture is visible on product page",""
"passed","Tue Aug 13 14:24:12 GMT 2024","Tue Aug 13 14:24:13 GMT 2024","707","chromium","tests.spec.ts","E2E tests","","","After adding six products to the cart, the user will be able to see the number six on the cart icon",""
"passed","Tue Aug 13 14:24:10 GMT 2024","Tue Aug 13 14:24:11 GMT 2024","615","chromium","tests.spec.ts","Cart Page Validations","","","QTY column in the cart is visible",""
"passed","Tue Aug 13 14:24:31 GMT 2024","Tue Aug 13 14:24:33 GMT 2024","1210","webkit","tests.spec.ts","E2E tests","","","After adding six products to the cart, the user will be able to see the number six on the cart icon",""
"passed","Tue Aug 13 14:24:10 GMT 2024","Tue Aug 13 14:24:10 GMT 2024","538","chromium","tests.spec.ts","Products page validations","","","Product description is visible on product page",""
"passed","Tue Aug 13 14:24:07 GMT 2024","Tue Aug 13 14:24:08 GMT 2024","436","chromium","tests.spec.ts","Login page validations","","","Password field is visible",""
"passed","Tue Aug 13 14:24:08 GMT 2024","Tue Aug 13 14:24:09 GMT 2024","1512","chromium","tests.spec.ts","Products page validations","","","Validate that Log Out button is visible",""
"passed","Tue Aug 13 14:24:25 GMT 2024","Tue Aug 13 14:24:27 GMT 2024","1600","webkit","tests.spec.ts","Products page validations","","","Validate that Log Out button is visible",""
"passed","Tue Aug 13 14:24:30 GMT 2024","Tue Aug 13 14:24:31 GMT 2024","968","webkit","tests.spec.ts","Cart Page Validations","","","Checkout button in the cart is visible",""
"passed","Tue Aug 13 14:24:15 GMT 2024","Tue Aug 13 14:24:16 GMT 2024","712","firefox","tests.spec.ts","Login page validations","","","Login button is visible",""
"passed","Tue Aug 13 14:24:19 GMT 2024","Tue Aug 13 14:24:20 GMT 2024","822","firefox","tests.spec.ts","Cart Page Validations","","","QTY column in the cart is visible",""
"passed","Tue Aug 13 14:24:31 GMT 2024","Tue Aug 13 14:24:32 GMT 2024","903","webkit","tests.spec.ts","E2E tests","","","After adding a product to the cart, the user will be able to see the number one on the cart icon",""
"passed","Tue Aug 13 14:24:22 GMT 2024","Tue Aug 13 14:24:23 GMT 2024","1222","firefox","tests.spec.ts","E2E tests","","","After adding six products to the cart, the user will be able to see the number six on the cart icon",""
"passed","Tue Aug 13 14:24:16 GMT 2024","Tue Aug 13 14:24:17 GMT 2024","803","firefox","tests.spec.ts","Products page validations","","","Validate that products Cart is visible",""
"passed","Tue Aug 13 14:24:19 GMT 2024","Tue Aug 13 14:24:19 GMT 2024","891","firefox","tests.spec.ts","Products page validations","","","Cart button is visible on product page",""
"passed","Tue Aug 13 14:24:10 GMT 2024","Tue Aug 13 14:24:11 GMT 2024","588","chromium","tests.spec.ts","Products page validations","","","Cart button is visible on product page",""
"passed","Tue Aug 13 14:24:12 GMT 2024","Tue Aug 13 14:24:13 GMT 2024","724","chromium","tests.spec.ts","E2E tests","","","User is able to choose a product and buy it",""
"passed","Tue Aug 13 14:24:17 GMT 2024","Tue Aug 13 14:24:18 GMT 2024","742","firefox","tests.spec.ts","Products page validations","","","Product picture is visible on product page",""
"passed","Tue Aug 13 14:24:13 GMT 2024","Tue Aug 13 14:24:15 GMT 2024","1381","firefox","tests.spec.ts","Login page validations","","","Username field is visible",""
"passed","Tue Aug 13 14:24:11 GMT 2024","Tue Aug 13 14:24:12 GMT 2024","563","chromium","tests.spec.ts","Cart Page Validations","","","Continue shopping button in the cart is visible",""
"passed","Tue Aug 13 14:24:25 GMT 2024","Tue Aug 13 14:24:26 GMT 2024","562","webkit","tests.spec.ts","Login page validations","","","Login button is visible",""
"passed","Tue Aug 13 14:24:26 GMT 2024","Tue Aug 13 14:24:27 GMT 2024","916","webkit","tests.spec.ts","Products page validations","","","Validate that products Cart is visible",""
"passed","Tue Aug 13 14:24:29 GMT 2024","Tue Aug 13 14:24:30 GMT 2024","952","webkit","tests.spec.ts","Cart Page Validations","","","QTY column in the cart is visible",""
"passed","Tue Aug 13 14:24:12 GMT 2024","Tue Aug 13 14:24:12 GMT 2024","456","chromium","tests.spec.ts","E2E tests","","","User can login on the website",""
"passed","Tue Aug 13 14:24:27 GMT 2024","Tue Aug 13 14:24:28 GMT 2024","967","webkit","tests.spec.ts","Products page validations","","","Product picture is visible on product page",""
"passed","Tue Aug 13 14:24:32 GMT 2024","Tue Aug 13 14:24:33 GMT 2024","1100","webkit","tests.spec.ts","E2E tests","","","User is able to choose a product and buy it",""
"passed","Tue Aug 13 14:24:27 GMT 2024","Tue Aug 13 14:24:28 GMT 2024","998","webkit","tests.spec.ts","Products page validations","","","Product name is visible on product page",""
"passed","Tue Aug 13 14:24:21 GMT 2024","Tue Aug 13 14:24:22 GMT 2024","887","firefox","tests.spec.ts","E2E tests","","","After adding a product to the cart, the user will be able to see the number one on the cart icon",""
"passed","Tue Aug 13 14:24:18 GMT 2024","Tue Aug 13 14:24:19 GMT 2024","815","firefox","tests.spec.ts","Products page validations","","","Product description is visible on product page",""
"passed","Tue Aug 13 14:24:08 GMT 2024","Tue Aug 13 14:24:09 GMT 2024","462","chromium","tests.spec.ts","Products page validations","","","Validate that products Cart is visible",""
"passed","Tue Aug 13 14:24:18 GMT 2024","Tue Aug 13 14:24:19 GMT 2024","860","firefox","tests.spec.ts","Products page validations","","","Product price is visible on product page",""
"passed","Tue Aug 13 14:24:20 GMT 2024","Tue Aug 13 14:24:21 GMT 2024","860","firefox","tests.spec.ts","Cart Page Validations","","","Checkout button in the cart is visible",""
"passed","Tue Aug 13 14:24:28 GMT 2024","Tue Aug 13 14:24:29 GMT 2024","931","webkit","tests.spec.ts","Products page validations","","","Product price is visible on product page",""
"passed","Tue Aug 13 14:24:28 GMT 2024","Tue Aug 13 14:24:29 GMT 2024","969","webkit","tests.spec.ts","Products page validations","","","Product description is visible on product page",""
